rowID,NewID,Group,Family,Genus,Species,subsp/var/f/hybrid,subsp. Name,Cleaned family,Cleaned genus,Cleaned species,Cleaned binomial,Phylocom,Plant organ,Developmental stage,Growth form,Natural / Greenhouse,"Mega-, meso-, micro-, nanophanerophyte",Height max (m),Height actual (m),P50 (MPa),P12 (MPa),P88 (MPa),P88-P12,Slope,Curve,Equation,P50 method,Ks (kg m-1 MPa-1 s-1),KL (kg m-1 MPa-1 s-1),?p min predawn (MPa),?p min midday (MPa),Huber value,Sapwood capacitance  (kg m-3 MPa-1),Av. tracheid length (?m),Av. vessel length (cm),Max vessel length (cm),Av. conduit diameter (?m),dh mean hydraulic diameter (?m),Conduit density per mm2,Vulnerability index sensu Carlquist (vessel diamter / vessel frequency),Vessel grouping index,Ac (intervessel contact fraction),Interconduit pit size (?m),Outer pit aperture diameter (?m),Aperture/pit size,Pit membrane thickness (nm),Torus diameter (?m),Torus/aperture,Torus thickness (nm),Vestures,Fp (pit fraction),Ap (interconduit pit (membrane) area mm2),Porosity,Perforation plates,Ground tissue,Vasicentric tracheids,Vessel groupings,MOR,EI,MOE,t (interconduit cell wall thickness; ?m),(t/b)2,? (g/cm3),SLA (cm2 g-1),Total stomata density,Stomatal index,Gs (mol m-2 s-1),Phenology,Phenology2,Amax (micromol/m2/s),?13C,TLP (MPa),Location,Country,Latitude,Longitude,Provenance Latitude,Provenance Longitude,Altitude (m),Altitude provenance (m),"MAP (mean annual precipitation, mm)","MAT (mean annual temperature,  C°)",Evapotranspiration,De Martonne's aridity index (= P/T+10),Biome,Reference,Contributor name,Notes,ELEVsource (m),Site,LATnew,LONnew,Country,site name,Location,ELEVbest,MATbest,PPTbest,RHav,SUNav,FRSsum,MATjan,MATfeb,MATmar,MATapr,MATmay,MATjun,MATjul,MATaug,MATsep,MAToct,MATnov,MATdec,PPTjan,PPTfeb,PPTmar,PPTapr,PPTmay,PPTjun,PPTjul,PPTaug,PPTsep,PPToct,PPTnov,PPTdec,RHjan,RHfeb,RHmar,RHapr,RHmay,RHjun,RHjul,RHaug,RHsep,RHoct,RHnov,RHdec,SUNjan,SUNfeb,SUNmar,SUNapr,SUNmay,SUNjun,SUNjul,SUNaug,SUNsep,SUNoct,SUNnov,SUNdec,FRSjan,FRSfeb,FRSmar,FRSapr,FRSmay,FRSjun,FRSjul,FRSaug,FRSsep,FRSoct,FRSnov,FRSdec,ELEVsource (m),ELEVcru,ELEVwc,PPTsource (mm),PPTcru,PPTwc,MATsource (C°),MATcru,MATwc,MATcalc,redone,Ref_latCRU,Ref_lonCRU,LATold,LONold,comment,comm2,avg annual AI,avg annual AI2,avg annual PET (mm / yr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,Gymnosperm,Cupressaceae,Juniperus,virginiana,,,Cupressaceae,Juniperus,virginiana,Juniperus virginiana,juniperus_virginiana,S,A,T,N,,,,-4.59,-2.46,,,,,,BD Oxaclic acid and Ca,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Southern Burlington, VT",USA,44 28' N,73 12' W,,,122,,,,,,,Sperry & Tyree 1990,Amy Zanne,BD Oxaclic acid and Ca,122,301,44.467,-73.200,USA,USA_Vt_Burlington_1,"Southern Burlington, VT",122,6.8,866,70.9,49.2,164.2,-8.4,-7.3,-1.3,6.2,13.0,18.1,20.8,19.3,14.7,8.6,2.5,-4.9,49,44,55,70,79,86,89,101,83,75,76,59,71.5,69.7,67.3,63.2,64.4,69.3,70.7,74.2,75.9,73.5,75.8,75.6,43.1,49,50.5,50.7,54.3,57.6,63.4,58.9,52.9,46.2,31.2,32.6,30.5,27.7,26.1,16.2,4.9,0,0,0,0.2,10.4,19.7,28.5,122,52,91,,803,866,,7.3,7.0,,,44.417,-73.250,,,scale WC,WC,0.972,0.972,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,Angiosperm,Chenopodiaceae,Sarcobatus,vermiculatus,,,Sarcobataceae,Sarcobatus,vermiculatus,Sarcobatus vermiculatus,sarcobatus_vermiculatus,R,A,S,N,,,,-2.054,,-7.735,-7.735,6.688963211,E,,CE,,,-5.807,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,,clusters,,,,,,,,,,,W,,,,,Utah,USA,40 12' N,112 19' W,,,1547,,273,,,,DES,Sperry & Hacke 2002,Amy Zanne,Loam Site. ?p min predawn (MPa) was calculated from weekly measurements from June-August.,1547,279,40.200,-112.317,USA,USA_Ut_Loam,Utah,1547,9.5,273,53.7,67.0,160.5,-3.0,0.0,3.8,8.2,13.3,18.8,23.3,22.1,16.7,10.1,3.2,-2.3,18,20,30,31,28,18,18,19,22,26,24,21,71.4,67.7,58.4,50.9,46.8,39.4,36.2,39.4,44.9,53.8,63.9,71.1,49.2,58.5,65,67.7,71.2,79.2,80.3,79.9,79.4,72.8,54.4,46.9,28.6,24.3,21.9,14.1,5.5,1.3,0.4,0.5,2.4,11.4,22,28.1,1547,1687,1567,273,458,342,,9.0,9.4,,,40.250,-112.250,,,scale WC,WC,0.300,0.239,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,Angiosperm,Chenopodiaceae,Sarcobatus,vermiculatus,,,Sarcobataceae,Sarcobatus,vermiculatus,Sarcobatus vermiculatus,sarcobatus_vermiculatus,R,A,S,N,,,,-2.221,,-4.225,-4.225,18.96207585,E,,CE,,,-4.209,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,,clusters,,,,,,,,,,,W,,,,,Utah,USA,40 15' N,112 44' W,,,1463,,194,,,,DES,Sperry & Hacke 2002,Amy Zanne,Sand Site. ?p min predawn (MPa) was calculated from weekly measurements from June-August.,1463,289,40.250,-112.733,USA,USA_Ut_Sand,Utah,1463,10.3,194,53.4,67.9,154.9,-2.6,0.8,4.6,9.0,14.4,19.9,24.7,23.1,17.4,10.6,3.7,-1.8,15,15,20,24,21,14,10,13,12,17,18,17,71.2,67.9,59,51.2,46.9,39.5,35.2,38.4,43.8,53.1,63.6,70.7,50,58.9,65.3,68.4,72.1,80.2,81.6,81,80.7,73.7,55.1,48.3,27.9,23.7,21.4,13.8,5,0.5,0,0,2,11.6,21.6,27.4,1463,1474,1483,194,273,250,,10.2,10.0,,,40.250,-112.750,,,scale CRU,cru,0.214,0.166,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Angiosperm,Asteraceae,Tetradymia,glabrata,,,Asteraceae,Tetradymia,glabrata,Tetradymia glabrata,tetradymia_glabrata,R,A,S,N,,,,-3.497,,-6.994,-6.994,10.86645696,E,,CE,,,-5.263,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,yes,clusters,,,,,,,,,,,D,,,,,Utah,USA,40 12' N,112 19' W,,,1547,,273,,,,DES,Sperry & Hacke 2002,Amy Zanne,Loam Site. ?p min predawn (MPa) was calculated from weekly measurements from June-August.,1547,279,40.200,-112.317,USA,USA_Ut_Loam,Utah,1547,9.5,273,53.7,67.0,160.5,-3.0,0.0,3.8,8.2,13.3,18.8,23.3,22.1,16.7,10.1,3.2,-2.3,18,20,30,31,28,18,18,19,22,26,24,21,71.4,67.7,58.4,50.9,46.8,39.4,36.2,39.4,44.9,53.8,63.9,71.1,49.2,58.5,65,67.7,71.2,79.2,80.3,79.9,79.4,72.8,54.4,46.9,28.6,24.3,21.9,14.1,5.5,1.3,0.4,0.5,2.4,11.4,22,28.1,1547,1687,1567,273,458,342,,9.0,9.4,,,40.250,-112.250,,,scale WC,WC,0.300,0.239,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Angiosperm,Asteraceae,Tetradymia,glabrata,,,Asteraceae,Tetradymia,glabrata,Tetradymia glabrata,tetradymia_glabrata,R,A,S,N,,,,-2.485,,-5.53,-5.53,12.47947455,E,,CE,,,-3.273,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,yes,clusters,,,,,,,,,,,D,,,,,Utah,USA,40 15' N,112 44' W,,,1463,,194,,,,DES,Sperry & Hacke 2002,Amy Zanne,Sand Site. ?p min predawn (MPa) was calculated from weekly measurements from June-August.,1463,289,40.250,-112.733,USA,USA_Ut_Sand,Utah,1463,10.3,194,53.4,67.9,154.9,-2.6,0.8,4.6,9.0,14.4,19.9,24.7,23.1,17.4,10.6,3.7,-1.8,15,15,20,24,21,14,10,13,12,17,18,17,71.2,67.9,59,51.2,46.9,39.5,35.2,38.4,43.8,53.1,63.6,70.7,50,58.9,65.3,68.4,72.1,80.2,81.6,81,80.7,73.7,55.1,48.3,27.9,23.7,21.4,13.8,5,0.5,0,0,2,11.6,21.6,27.4,1463,1474,1483,194,273,250,,10.2,10.0,,,40.250,-112.750,,,scale CRU,cru,0.214,0.166,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,Angiosperm,Sapindaceae,Acer,grandidentatum,,,Sapindaceae,Acer,grandidentatum,Acer grandidentatum,acer_grandidentatum,S,A,T,N,,,,-4,,,,,,,CE,,,,,,,,,2.02,,,,,,0.302,,,,379,,,,non-vestured,0.20882,0.41275,diffuse-porous,simple,fibres,no,sol + RM,,,,,,,,,,,W,,,,,"Wasatch Mountains, Utah",USA,40 3' N,111 47' W,,,1390,,,,,,,Sperry & Hacke 2004,Amy Zanne,Wasatch Mountain region. Elevations approximate from Google maps.,1390,298,40.050,-111.783,USA,USA_Ut_Wasatch_1,"Wasatch Mountains, Utah",1390,10.2,393,52.8,67.7,149.1,-2.9,0.4,4.7,9.0,14.3,19.6,23.9,22.7,17.2,10.7,3.7,-1.8,33,33,41,42,38,23,20,26,30,37,36,34,71.5,66.9,57.4,49.8,45.4,37.6,35.3,38.7,44,53,63.2,71,49.3,58.8,65.3,68.5,72.4,80.5,81.1,80.9,80.1,73.2,55.2,47.3,27.8,23.5,20.1,12.1,4.6,0.7,0.2,0.3,1.6,10.1,20.7,27.4,1390,1437,1397,,433,393,,10.0,10.1,,,40.083,-111.750,,,scale WC,WC,0.324,0.323,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,Angiosperm,Sapindaceae,Acer,grandidentatum,,,Sapindaceae,Acer,grandidentatum,Acer grandidentatum,acer_grandidentatum,R,A,T,N,,,,-0.8,,,,,,,CE,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,sol + RM,,,,,,,,,,,W,,,,,"Wasatch Mountains, Utah",USA,40 3' N,111 47' W,,,1390,,,,,,,Sperry & Hacke 2004,Amy Zanne,Wasatch Mountain region.. Elevations approximate from Google maps.,1390,298,40.050,-111.783,USA,USA_Ut_Wasatch_1,"Wasatch Mountains, Utah",1390,10.2,393,52.8,67.7,149.1,-2.9,0.4,4.7,9.0,14.3,19.6,23.9,22.7,17.2,10.7,3.7,-1.8,33,33,41,42,38,23,20,26,30,37,36,34,71.5,66.9,57.4,49.8,45.4,37.6,35.3,38.7,44,53,63.2,71,49.3,58.8,65.3,68.5,72.4,80.5,81.1,80.9,80.1,73.2,55.2,47.3,27.8,23.5,20.1,12.1,4.6,0.7,0.2,0.3,1.6,10.1,20.7,27.4,1390,1437,1397,,433,393,,10.0,10.1,,,40.083,-111.750,,,scale WC,WC,0.324,0.323,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,Angiosperm,Sapindaceae,Acer,rubrum,,,Sapindaceae,Acer,rubrum,Acer rubrum,acer_rubrum,S,A,T,N,,,,-3.3,,,,,,,CE,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,sol + RM,,,,,,,,,,,W,,,,,Piedmont of North Carolina,USA,35 58' N,79 8' W,,,171,,,,,,,Sperry & Hacke 2004,Amy Zanne,Piedmont of North Carolina.. Elevations approximate from Google maps.,171,247,35.967,-79.133,USA,USA_Nc_Piedmont,Piedmont of North Carolina,171,14.6,1162,69.8,59.1,94.5,3.5,5.1,9.5,14.6,19.0,23.0,25.1,24.5,21.1,14.9,9.9,5.1,97,96,106,82,106,101,114,113,92,87,83,85,66.8,63.6,62.9,61,70.6,73.2,75.6,77.5,76.2,72.3,68.7,68.7,53.8,56.9,62.1,64,60.2,62.2,59.7,58.5,59.4,62.2,56.9,53.3,23.8,19.8,12.4,3.5,0,0,0,0,0,3.2,11.3,20.5,171,153,167,,1162,1162,,14.5,14.6,,,35.917,-79.083,,,scale WC,WC,0.913,0.913,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,Angiosperm,Apocynaceae,Nerium,oleander,,,Apocynaceae,Nerium,oleander,Nerium oleander,nerium_oleander,S,A,S,C,,,,-1.7,,,,,,,CE,,,,,,,,7.2,21,35,,,,2.266,0.4777,3.72,2.54,0.682795699,194,,,,vestured,0.181526,1.43761,diffuse-porous,simple,fibres,no,RM,,,,7.99,,,,,,,E,,,,,"Pepperdine University Campus, California",USA,"34 02' 30"" N","118 42' 30"" W",,,232,,,,,,,Sperry & Hacke 2004,Amy Zanne,Pepperdine University campus.. Elevations approximate from Google maps.,232,185,34.042,-118.708,USA,USA_Ca_Pepperdine_1,"Pepperdine University Campus, California",232,16.4,380,69.0,71.0,27.1,12.4,13.0,13.1,14.5,16.3,18.7,21.2,21.7,20.8,18.5,14.9,12.4,88,72,57,33,6,2,2,3,5,8,53,53,66.6,68.5,68.9,67,69.1,71.1,71.4,71.7,70.1,68,67.8,67.5,66.4,69.5,69.9,75.9,66.4,67.3,79.1,79.7,74.5,72,65.6,65.6,5.2,3.6,3.2,2.3,1.4,0.6,0.3,0.3,0.7,1.4,2.8,5.3,232,313,92,,380,396,,16.0,16.6,,,34.083,-118.750,,,scale CRU,cru,0.336,0.319,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,Angiosperm,Rosaceae,Prunus,virginiana,,,Rosaceae,Prunus,virginiana,Prunus virginiana,prunus_virginiana,S,A,,N,,,,-3.8,,,,,,,CE,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,yes,sol + RM,,,,,,,,,,,W,,,,,"Wasatch Mountains, Utah",USA,40 3' N,111 47' W,,,1390,,,,,,,Sperry & Hacke 2004,Amy Zanne,Wasatch Mountain region.. Elevations approximate from Google maps.,1390,298,40.050,-111.783,USA,USA_Ut_Wasatch_1,"Wasatch Mountains, Utah",1390,10.2,393,52.8,67.7,149.1,-2.9,0.4,4.7,9.0,14.3,19.6,23.9,22.7,17.2,10.7,3.7,-1.8,33,33,41,42,38,23,20,26,30,37,36,34,71.5,66.9,57.4,49.8,45.4,37.6,35.3,38.7,44,53,63.2,71,49.3,58.8,65.3,68.5,72.4,80.5,81.1,80.9,80.1,73.2,55.2,47.3,27.8,23.5,20.1,12.1,4.6,0.7,0.2,0.3,1.6,10.1,20.7,27.4,1390,1437,1397,,433,393,,10.0,10.1,,,40.083,-111.750,,,scale WC,WC,0.324,0.323,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,Angiosperm,Asteraceae,Tetradymia,glabrata,,,Asteraceae,Tetradymia,glabrata,Tetradymia glabrata,tetradymia_glabrata,R,A,S,N,,,,-1.8,,,,,,,CE,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,yes,clusters,,,,,,,,,,,D,,,,,"Great Basin, Utah",USA,40 13 15.79,112 44 39.88,,,1475,,,,,,,Sperry & Hacke 2004,Amy Zanne,"Utah's Great Basin (coarse soil habitat), approximate lat/long/alt based on Jarmila saying this is Dugway, Utah",1475,274,40.221,-112.744,USA,USA_Ut_Basin,"Great Basin, Utah",1475,10.2,273,53.4,67.9,154.9,-2.7,0.7,4.5,8.9,14.3,19.8,24.6,23.0,17.3,10.5,3.6,-1.9,21,21,28,33,29,19,15,18,17,24,25,23,71.2,67.9,59,51.2,46.9,39.5,35.2,38.4,43.8,53.1,63.6,70.7,50,58.9,65.3,68.4,72.1,80.2,81.6,81,80.7,73.7,55.1,48.3,27.9,23.7,21.4,13.8,5,0.5,0,0,2,11.6,21.6,27.4,1475,1474,1480,,273,242,,10.2,10.1,,,40.250,-112.750,,,scale CRU,cru,0.205,0.232,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,22,Gymnosperm,Pinaceae,Abies,concolor,,,Pinaceae,Abies,concolor,Abies concolor,abies_concolor,S,A,T,N,,,,-5.153,-3.249,-6.356,-3.107,31.58769742,S,,AD,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Wasatch Mountains, Utah, Red Butte Canyon",USA,40 48' N,111 46' W,,,1915,,,,,,,Sperry & Ikeda 1997,Amy Zanne,,1915,286,40.800,-111.767,USA,USA_Ut_RedButte_6,"Wasatch Mountains, Utah, Red Butte Canyon",1915,6.3,667,54.6,65.7,188.2,-5.5,-3.3,0.4,5.1,10.1,14.9,19.1,18.0,13.0,7.4,0.7,-4.5,74,71,70,67,53,34,25,33,44,55,67,75,72,68,58.7,51.4,48,41.2,37.8,40.4,46.3,54.8,65.1,72,48.2,57.7,64.9,66.7,69.5,76.9,79.2,78.7,77.7,71.3,52.4,45,29.4,25.7,24.1,17.3,10.1,4.2,1.6,2.1,5.8,15.1,23.7,29.1,1915,1919,1986,,667,661,,6.3,6.3,,,40.750,-111.750,,,scale CRU,cru,0.645,0.646,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,23,Gymnosperm,Pinaceae,Abies,concolor,,,Pinaceae,Abies,concolor,Abies concolor,abies_concolor,S,A,T,N,,,,-4.51,,-5.295,-5.295,48.40764331,S,,DH,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Wasatch Mountains, Utah, Red Butte Canyon",USA,40 48' N,111 46' W,,,1915,,,,,,,Sperry & Ikeda 1997,Amy Zanne,,1915,286,40.800,-111.767,USA,USA_Ut_RedButte_6,"Wasatch Mountains, Utah, Red Butte Canyon",1915,6.3,667,54.6,65.7,188.2,-5.5,-3.3,0.4,5.1,10.1,14.9,19.1,18.0,13.0,7.4,0.7,-4.5,74,71,70,67,53,34,25,33,44,55,67,75,72,68,58.7,51.4,48,41.2,37.8,40.4,46.3,54.8,65.1,72,48.2,57.7,64.9,66.7,69.5,76.9,79.2,78.7,77.7,71.3,52.4,45,29.4,25.7,24.1,17.3,10.1,4.2,1.6,2.1,5.8,15.1,23.7,29.1,1915,1919,1986,,667,661,,6.3,6.3,,,40.750,-111.750,,,scale CRU,cru,0.645,0.646,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,24,Gymnosperm,Pinaceae,Psuedotsuga,menziesii,,,Pinaceae,Pseudotsuga,menziesii,Pseudotsuga menziesii,pseudotsuga_menziesii,S,A,T,N,,,,-4.596,-2.203,-5.728,-3.525,33.56890459,S,,AD,,,,,,,,,,9.22,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",USA,40 45' N,111 36' W,,,2133,,,,,,,Sperry & Ikeda 1997,Amy Zanne,xylem diameter < 5 mm.,2133,277,40.750,-111.600,USA,USA_Ut_Cottonwood,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",2133,5.2,747,54.4,65.5,212,-6.1,-4.3,-0.9,3.9,8.9,13.6,17.7,16.7,11.9,6.4,-0.3,-5.3,87,83,80,72,53,35,30,37,47,60,78,86,71.2,67.3,58.1,50.9,47.7,41.2,38.6,41,46.6,54.6,64.8,71.3,50.2,58.8,64.8,66.3,68.5,75.7,77.6,77.2,76.5,71,53,46.8,30.4,26.9,26.7,20.6,13.3,6.1,2.4,3,8.4,18.3,25.8,30.1,2133,2170,2065,,747,633,,5.0,5.7,,,40.750,-111.583,,,scale CRU,cru,0.623,0.732,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,25,Gymnosperm,Pinaceae,Psuedotsuga,menziesii,,,Pinaceae,Pseudotsuga,menziesii,Pseudotsuga menziesii,pseudotsuga_menziesii,R,A,T,N,,,,-3.931,-3.09,-4.757,-1.667,46.00484262,S,,AD,,,,,,,,,,23.32,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",USA,40 45' N,111 36' W,,,2133,,,,,,,Sperry & Ikeda 1997,Amy Zanne,xylem diameter > 8 mm.,2133,277,40.750,-111.600,USA,USA_Ut_Cottonwood,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",2133,5.2,747,54.4,65.5,212,-6.1,-4.3,-0.9,3.9,8.9,13.6,17.7,16.7,11.9,6.4,-0.3,-5.3,87,83,80,72,53,35,30,37,47,60,78,86,71.2,67.3,58.1,50.9,47.7,41.2,38.6,41,46.6,54.6,64.8,71.3,50.2,58.8,64.8,66.3,68.5,75.7,77.6,77.2,76.5,71,53,46.8,30.4,26.9,26.7,20.6,13.3,6.1,2.4,3,8.4,18.3,25.8,30.1,2133,2170,2065,,747,633,,5.0,5.7,,,40.750,-111.583,,,scale CRU,cru,0.623,0.732,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,26,Gymnosperm,Pinaceae,Psuedotsuga,menziesii,,,Pinaceae,Pseudotsuga,menziesii,Pseudotsuga menziesii,pseudotsuga_menziesii,R,A,T,N,,,,-1.754,-0.539,-4.106,-3.567,16.15646259,E,,AD,,,,,,,,,,23.32,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",USA,40 45' N,111 36' W,,,2133,,,,,,,Sperry & Ikeda 1997,Amy Zanne,xylem diameter < 5 mm.,2133,277,40.750,-111.600,USA,USA_Ut_Cottonwood,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",2133,5.2,747,54.4,65.5,212,-6.1,-4.3,-0.9,3.9,8.9,13.6,17.7,16.7,11.9,6.4,-0.3,-5.3,87,83,80,72,53,35,30,37,47,60,78,86,71.2,67.3,58.1,50.9,47.7,41.2,38.6,41,46.6,54.6,64.8,71.3,50.2,58.8,64.8,66.3,68.5,75.7,77.6,77.2,76.5,71,53,46.8,30.4,26.9,26.7,20.6,13.3,6.1,2.4,3,8.4,18.3,25.8,30.1,2133,2170,2065,,747,633,,5.0,5.7,,,40.750,-111.583,,,scale CRU,cru,0.623,0.732,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,27,Gymnosperm,Pinaceae,Psuedotsuga,menziesii,,,Pinaceae,Pseudotsuga,menziesii,Pseudotsuga menziesii,pseudotsuga_menziesii,S,A,T,N,,,,-5.04,-3.201,-6.144,-2.943,34.42028986,S,,AD,,,,,,,,,,9.22,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",USA,40 45' N,111 36' W,,,2133,,,,,,,Sperry & Ikeda 1997,Amy Zanne,xylem diameter > 8 mm.,2133,277,40.750,-111.600,USA,USA_Ut_Cottonwood,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",2133,5.2,747,54.4,65.5,212,-6.1,-4.3,-0.9,3.9,8.9,13.6,17.7,16.7,11.9,6.4,-0.3,-5.3,87,83,80,72,53,35,30,37,47,60,78,86,71.2,67.3,58.1,50.9,47.7,41.2,38.6,41,46.6,54.6,64.8,71.3,50.2,58.8,64.8,66.3,68.5,75.7,77.6,77.2,76.5,71,53,46.8,30.4,26.9,26.7,20.6,13.3,6.1,2.4,3,8.4,18.3,25.8,30.1,2133,2170,2065,,747,633,,5.0,5.7,,,40.750,-111.583,,,scale CRU,cru,0.623,0.732,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,28,Gymnosperm,Pinaceae,Psuedotsuga,menziesii,,,Pinaceae,Pseudotsuga,menziesii,Pseudotsuga menziesii,pseudotsuga_menziesii,S,A,T,N,,,,-4.43,,-5.173,-5.173,51.14401077,S,,DH,,,,,,,,,,9.22,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",USA,40 45' N,111 36' W,,,2133,,,,,,,Sperry & Ikeda 1997,Amy Zanne,,2133,277,40.750,-111.600,USA,USA_Ut_Cottonwood,"Wasatch Mountains, Utah, Parley's Summit and Big Cottonwood Canyon",2133,5.2,747,54.4,65.5,212,-6.1,-4.3,-0.9,3.9,8.9,13.6,17.7,16.7,11.9,6.4,-0.3,-5.3,87,83,80,72,53,35,30,37,47,60,78,86,71.2,67.3,58.1,50.9,47.7,41.2,38.6,41,46.6,54.6,64.8,71.3,50.2,58.8,64.8,66.3,68.5,75.7,77.6,77.2,76.5,71,53,46.8,30.4,26.9,26.7,20.6,13.3,6.1,2.4,3,8.4,18.3,25.8,30.1,2133,2170,2065,,747,633,,5.0,5.7,,,40.750,-111.583,,,scale CRU,cru,0.623,0.732,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
