rowID,NewID,Group,Family,Genus,Species,subsp/var/f/hybrid,subsp. Name,Cleaned family,Cleaned genus,Cleaned species,Cleaned binomial,Phylocom,Plant organ,Developmental stage,Growth form,Natural / Greenhouse,"Mega-, meso-, micro-, nanophanerophyte",Height max (m),Height actual (m),P50 (MPa),P12 (MPa),P88 (MPa),P88-P12,Slope,Curve,Equation,P50 method,Ks (kg m-1 MPa-1 s-1),KL (kg m-1 MPa-1 s-1),?p min predawn (MPa),?p min midday (MPa),Huber value,Sapwood capacitance  (kg m-3 MPa-1),Av. tracheid length (?m),Av. vessel length (cm),Max vessel length (cm),Av. conduit diameter (?m),dh mean hydraulic diameter (?m),Conduit density per mm2,Vulnerability index sensu Carlquist (vessel diamter / vessel frequency),Vessel grouping index,Ac (intervessel contact fraction),Interconduit pit size (?m),Outer pit aperture diameter (?m),Aperture/pit size,Pit membrane thickness (nm),Torus diameter (?m),Torus/aperture,Torus thickness (nm),Vestures,Fp (pit fraction),Ap (interconduit pit (membrane) area mm2),Porosity,Perforation plates,Ground tissue,Vasicentric tracheids,Vessel groupings,MOR,EI,MOE,t (interconduit cell wall thickness; ?m),(t/b)2,? (g/cm3),SLA (cm2 g-1),Total stomata density,Stomatal index,Gs (mol m-2 s-1),Phenology,Phenology2,Amax (micromol/m2/s),?13C,TLP (MPa),Location,Country,Latitude,Longitude,Provenance Latitude,Provenance Longitude,Altitude (m),Altitude provenance (m),"MAP (mean annual precipitation, mm)","MAT (mean annual temperature,  C°)",Evapotranspiration,De Martonne's aridity index (= P/T+10),Biome,Reference,Contributor name,Notes,ELEVsource (m),Site,LATnew,LONnew,Country,site name,Location,ELEVbest,MATbest,PPTbest,RHav,SUNav,FRSsum,MATjan,MATfeb,MATmar,MATapr,MATmay,MATjun,MATjul,MATaug,MATsep,MAToct,MATnov,MATdec,PPTjan,PPTfeb,PPTmar,PPTapr,PPTmay,PPTjun,PPTjul,PPTaug,PPTsep,PPToct,PPTnov,PPTdec,RHjan,RHfeb,RHmar,RHapr,RHmay,RHjun,RHjul,RHaug,RHsep,RHoct,RHnov,RHdec,SUNjan,SUNfeb,SUNmar,SUNapr,SUNmay,SUNjun,SUNjul,SUNaug,SUNsep,SUNoct,SUNnov,SUNdec,FRSjan,FRSfeb,FRSmar,FRSapr,FRSmay,FRSjun,FRSjul,FRSaug,FRSsep,FRSoct,FRSnov,FRSdec,ELEVsource (m),ELEVcru,ELEVwc,PPTsource (mm),PPTcru,PPTwc,MATsource (C°),MATcru,MATwc,MATcalc,redone,Ref_latCRU,Ref_lonCRU,LATold,LONold,comment,comm2,avg annual AI,avg annual AI2,avg annual PET (mm / yr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,1031,Gymnosperm,Pinaceae,Picea,glauca,,,Pinaceae,Picea,glauca,Picea glauca,picea_glauca,S,A,T,N,,,,,,,,,,,,0.613445,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,?Unit problem in text? Assumed MPa not kPa; Spring (April) measurements of Ks pre bud-break,620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,1032,Gymnosperm,Pinaceae,Pinus,contorta,,,Pinaceae,Pinus,contorta,Pinus contorta,pinus_contorta,S,A,T,N,,,,,,,,,,,,0.0252101,0.0000199,,,0.00094012,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,"?Unit - Assumed MPa not kPa; all SUMMER (June) measurements, fully flushed leaves; sub-boreal habitat",620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,1033,Gymnosperm,Pinaceae,Pinus,contorta,,,Pinaceae,Pinus,contorta,Pinus contorta,pinus_contorta,S,A,T,N,,,,,,,,,,,,0.252101,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,?Unit problem in text? Assumed MPa not kPa; Spring (April) measurements of Ks pre bud-break,620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,1034,Angiosperm,Salicaceae,Populus,tremuloides,,,Salicaceae,Populus,tremuloides,Populus tremuloides,populus_tremuloides,S,A,T,N,,,,,,,,,,,,0.285714,0.0000548,,,0.000191,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,RM,,,,,,,,,,,W,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,"?Unit - Assumed MPa not kPa; all SUMMER (June) measurements, fully flushed leaves; sub-boreal habitat",620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,1035,Angiosperm,Salicaceae,Populus,tremuloides,,,Salicaceae,Populus,tremuloides,Populus tremuloides,populus_tremuloides,S,A,T,N,,,,,,,,,,,,0.957983,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,RM,,,,,,,,,,,W,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,?Unit problem in text? Assumed MPa not kPa; Spring (April) measurements of Ks pre bud-break,620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,1036,Angiosperm,Salicaceae,Populus,trichocarpa,,,Salicaceae,Populus,trichocarpa,Populus trichocarpa,populus_trichocarpa,S,A,T,N,,,,,,,,,,,,0.327731,0.0000698,,,0.000221557,,,,,,,,,2.2,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,,,,,,,,,,,,W,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,"?Unit - Assumed MPa not kPa; all SUMMER (June) measurements, fully flushed leaves; sub-boreal habitat",620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,1037,Angiosperm,Salicaceae,Populus,trichocarpa,,,Salicaceae,Populus,trichocarpa,Populus trichocarpa,populus_trichocarpa,S,A,T,N,,,,,,,,,,,,0.756303,,,,,,,,,,,,,2.2,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,,,,,,,,,,,,W,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,?Unit problem in text? Assumed MPa not kPa; Spring (April) measurements of Ks pre bud-break,620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,1038,Gymnosperm,Pinaceae,Pseudotsuga,menziesii,,,Pinaceae,Pseudotsuga,menziesii,Pseudotsuga menziesii,pseudotsuga_menziesii,S,A,T,N,,,,,,,,,,,,0.0420168,0.0000374,,,0.00117964,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,"?Unit - Assumed MPa not kPa; all SUMMER (June) measurements, fully flushed leaves; sub-boreal habitat",620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,1039,Gymnosperm,Pinaceae,Pseudotsuga,menziesii,,,Pinaceae,Pseudotsuga,menziesii,Pseudotsuga menziesii,pseudotsuga_menziesii,S,A,T,N,,,,,,,,,,,,0.268908,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,vesselless,,,,,,,,,,,E,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,?Unit problem in text? Assumed MPa not kPa; Spring (April) measurements of Ks pre bud-break,620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,1040,Angiosperm,Salicaceae,Salix,spp.,,,Salicaceae,Salix,sp.,Salix sp.,salix_sp,S,A,T,N,,,,,,,,,,,,0.521008,0.000117134,,,0.000227545,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,fibres,no,,,,,,,,,,,,W,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,"?Unit - Assumed MPa not kPa; all SUMMER (June) measurements, fully flushed leaves; sub-boreal habitat",620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,1041,Angiosperm,Salicaceae,Salix,spp.,,,Salicaceae,Salix,sp.,Salix sp.,salix_sp,S,A,T,N,,,,,,,,,,,,1.07563,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,fibres,no,,,,,,,,,,,,W,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,?Unit problem in text? Assumed MPa not kPa; Spring (April) measurements of Ks pre bud-break,620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,1042,Angiosperm,Adoxaceae,Viburnum,edule,,,Adoxaceae,Viburnum,edule,Viburnum edule,viburnum_edule,S,A,T,N,,,,,,,,,,,,0.176471,0.0000523,,,0.000335329,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,scalariform,tracheids,no,sol,,,,,,,,,,,W,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,"?Unit - Assumed MPa not kPa; all SUMMER (June) measurements, fully flushed leaves; sub-boreal habitat",620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,1043,Angiosperm,Adoxaceae,Viburnum,edule,,,Adoxaceae,Viburnum,edule,Viburnum edule,viburnum_edule,S,A,T,N,,,,,,,,,,,,0.184874,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,scalariform,tracheids,no,sol,,,,,,,,,,,W,,,,,"Prince George, British Columbia",Canada,53 45' N,122 42' W,,,620,,,,,,BOT,Wang 2005,Radika Bhaskar,?Unit problem in text? Assumed MPa not kPa; Spring (April) measurements of Ks pre bud-break,620,53,53.750,-122.700,Canada,CA_Bc_PrinceGeorge,"Prince George, British Columbia",620,3.9,611,72.0,39.8,210.9,-10.5,-5.3,-0.6,4.9,9.7,13.4,15.5,14.6,10.2,5.0,-2.6,-7.6,58,38,34,27,47,63,59,65,56,59,51,54,79.6,76.6,69.6,59.5,59.6,64.3,66.5,71.1,76.4,76.4,82.1,82.4,22.5,31.7,40.1,48.6,49.6,52.2,56.4,55.6,41.8,34.2,23.9,20.6,31,27.6,27.8,21.7,10,4.1,2.5,3,8.4,17.5,26.7,30.6,620,708,592,,619,611,,4.1,4.1,,,53.750,-122.750,,,scale WC,WC,0.791,0.791,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1044,Angiosperm,Sapindaceae,Acer,rubrum,,,Sapindaceae,Acer,rubrum,Acer rubrum,acer_rubrum,S,A,T,N,2,,,-1.97,,-4.5,-4.5,15.01976285,E,PW,CE,0.55,0.00012,,-1.3,0.000205887,,,,,24.49,28.17,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,sol + RM,,,,,,0.513623977,142.9803337,,,0.114,W,,7.73,,,"Duke Forest, North Carolina",USA,36 01' N,78 59' W,,,150,,1220,15,,48.8,TMS,Maherali et al. 2006,Radika Bhaskar/Jansen/Maherali,"avg monthly max temp 26-July, min temp -2.3-January, fatigue corrected P50; specimens between 2-4 m (SA = sapling OR A = adult??)",150,245,36.017,-78.983,USA,USA_Nc_DukeForest_3,"Duke Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1045,Angiosperm,Sapindaceae,Acer,rubrum,,,Sapindaceae,Acer,rubrum,Acer rubrum,acer_rubrum,R,A,T,N,,,,-1.69,-0.9,-2.1,-1.2,92.68292683,S,PW,AD,0.9,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibres,no,sol + RM,,,,,,,,,,,W,,,,,"Duke Forest, North Carolina",USA,36 01' N,78 59' W,,,150,,1220,15,,48.8,TMS,Maherali et al. 2006,Radika Bhaskar/Jansen/Maherali,"avg monthly max temp 26-July, min temp -2.3-January, fatigue corrected P50; specimens between 2-4 m (SA = sapling OR A = adult??)",150,245,36.017,-78.983,USA,USA_Nc_DukeForest_3,"Duke Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,1046,Angiosperm,Fabaceae,Cercis,canadensis,,,Fabaceae,Cercis,canadensis,Cercis canadensis,cercis_canadensis,S,A,T,N,3,,,-2.52,-0.4,-6.5,-6.1,9.547738693,O,PW,CE,0.25,0.000038,,-1.41,0.000147186,,,,,26.41,51.64,,,,,,,,,,,,non-vestured,,,semi-ring-porous,simple,fibres,,clusters,,,,,,,,,,0.295,W,,10.70,,,"Duke Forest, North Carolina",USA,36 01' N,78 59' W,,,150,,1220,15,,48.8,TMS,Maherali et al. 2006,Radika Bhaskar/Jansen/Maherali,"avg monthly max temp 26-July, min temp -2.3-January, fatigue corrected P50; specimens between 2-4 m (SA = sapling OR A = adult??)",150,245,36.017,-78.983,USA,USA_Nc_DukeForest_3,"Duke Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,1047,Angiosperm,Fabaceae,Cercis,canadensis,,,Fabaceae,Cercis,canadensis,Cercis canadensis,cercis_canadensis,R,A,T,N,,,,-0.9,-0.4,-1.8,-1.4,42.22222222,E,PW,AD,3.23,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,semi-ring-porous,simple,fibres,,clusters,,,,,,,,,,,W,,,,,"Duke Forest, North Carolina",USA,36 01' N,78 59' W,,,150,,1220,15,,48.8,TMS,Maherali et al. 2006,Radika Bhaskar/Jansen/Maherali,"avg monthly max temp 26-July, min temp -2.3-January, fatigue corrected P50; specimens between 2-4 m (SA = sapling OR A = adult??)",150,245,36.017,-78.983,USA,USA_Nc_DukeForest_3,"Duke Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,1048,Angiosperm,Cornaceae,Cornus,florida,,,Cornaceae,Cornus,florida,Cornus florida,cornus_florida,S,A,T,N,3,,,-5.84,-3.7,-7.9,-4.2,18.44660194,S,PW,CE,0.15,0.000022,,-3.5,0.000132345,,,,,26.51,31.17,,,,,,,,,,,,non-vestured,,,diffuse-porous,scalariform,tracheids,no,sol,,,,,,0.610219524,249.9192635,,,0.136,W,,7.05,,,"Duke Forest, North Carolina",USA,36 01' N,78 59' W,,,150,,1220,15,,48.8,TMS,Maherali et al. 2006,Radika Bhaskar/Jansen/Maherali,"avg monthly max temp 26-July, min temp -2.3-January, fatigue corrected P50; specimens between 2-4 m (SA = sapling OR A = adult??), Psi min data from Bahari et al (1985)",150,245,36.017,-78.983,USA,USA_Nc_DukeForest_3,"Duke Forest, North Carolina",150,15.0,1220,69.6,59.0,92.8,3.8,5.4,9.9,14.9,19.4,23.4,25.5,24.9,21.4,15.4,10.5,5.5,102,101,110,86,114,105,119,119,95,90,88,91,66.7,63.4,62.7,60.7,70.6,73,75.7,77.6,76,72.1,68.4,68.6,53.6,56.7,62,63.8,60.1,62.4,59.6,58.5,59.3,62,56.7,52.9,23.6,19.5,12.2,3.5,0,0,0,0,0,2.9,10.9,20.2,150,134,145,1220,1103,1163,15.0,14.5,14.6,,,36.083,-78.917,,,scale WC,WC,0.915,0.957,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
